,text,title
87,"Hello,
	I am looking to slightly increase the performance of my 89 Honda
Civic Si.  I was wondering if anyone could suggest upgrades that were not
too drastic.  I thought that one of the easiest upgrades would be a new
header.  Does anyone know what kind of increase that the header would give
me?  I think I would check with Jackson Racing for the part.  Are there
any other comparines would make Honda parts.  

	Are there any other small changes that can be easily made and won't
screw up the car.  Things like new injectors?, new fuel injection chip etc?
I would welcome any suggestions of small changes that would make a
difference.

	I don't really want to change the cam etc because I have heard that it
would be much harder on the engine.

E-Mail relpies prefered please and I will post a summary of all the replies.
Thanks for any help you may have to offer!
",rec.autos
88,"

	The girl's OK, actually, and she recovered well enough to go home.  I
don't know if she has any permanent damage, though.  Just in case anybody was
concerned...


	If people start forcing others to take responsibility for their actions
things like this wouldn't happen.  Untill we stop blaming outside causes, and
start blaming the criminals, we will continue to let things like this happen.

",rec.autos
89,"If your buying a compact pickup do yourself a favor and wait a few months
for the 1994 GMC sonoma.  Magazines are saying it is day and night over the
current truck.  It's georgeous, solid, and fast (200hp Vortec 4.3 V-6).
Should whip the Ranger in every area too (accept maybe payload).  And always
pick a GMC over a Chevy.  GMC's are always so much better looking.  Man, I 
miss the Comanche.

Marty and Matt Owings
'87 250 ninja type rider dudes

""It's a feeling that we all wanna know
and it's an obsession to some
to keep the world in you rearview mirror
while you try to run down the sun""",rec.autos
90,"(I deleted your name because I don't want to sound accusative in my remark)
I'm not going to argue the issue of carrying weapons, but I would ask you if 
you would have thought seriously about shooting a kid for setting off your
alarm?  I can think of worse things in the world.  Glad you got out of there
before they did anything to give you a reason to fire your gun.

We can all ask ""what's happening to society these days"", but don't forget to
ask another important question too: What effort am I expending to make it any
different than it is?",rec.autos
91,"
Execute the juvi on the grounds of the reformatory, required attendendence
by the rest of the inmates, as soon as possible after the incident and a
quick sure trial.  I am quite serious.  Cause and effect.  Nothing else
will ever make a dent.


Me neither.

",rec.autos
92,"I was in the great storm.....my Mazda MPV was damaged so bad they are 
going to replace the top, doors and hood. It is Black so they will repaint 
the entire vehicle...estimated cost around $7000 and repair time approx. 3 
to 4 weeks.
",rec.autos
93,"
	I'm no mustang head, but don't the early ones have a simple
strut suspension (that is, with no upper A-arm)?  Just a strut
going down to a lower control arm (single bushing: not an A-arm), with a
tension/compression rod locating it in the forward/backward direction?

	Anyway, simple strut suspensions like this can be lowered just by using
shorter springs, cutting the springs, lowering the spring perch or shortening
the strut below the perch.  In each of these cases, the suspension geometry
will suffer because the lower control arms will not be at the
intended angle.  A spacer placed between control arm and the bottom
of the strut (roughly the height of the reduction) will restore
the suspension geometry.  IMHO, the kit that includes the spacer
is the only way to go...

--Ken",rec.autos
94,"

Good point. I have no idea how either of my Hondas will handle at 100+ mph,
nor do they reach 155. However, using `high' to be 70-90 mph:

a) They are quite amenable to long high speed drives. I've done several
1k mile+ trips in my Civic with no problems whatsoever. The last big trip
I made was driving from New York to Texas. I remember driving 700-800
miles a day at typically 75-85 mph  without any problems. I'm sure I  
would have been more comfortable driving a benz, but no white knuckles.
No problems with winds and curves. 

Then there was the trip back from New Orleans after Mardi Gras - where
we were doing 80+ all the way to Houston. No problems.

b) Both my cars have surprising good fuel economy at high speeds. I see
no difference between sustained 60 mph and sustained 80mph. On the trip
back from New Orleans, we got about 30 mpg in my Integra, quite ok. Mind
you, the engine revs to almost 4k at 80. The civic is markedly better
than the Integra in fuel economy. 50k miles down the road, I still
get 35 mpg at 70-75 mph driving.



Now now, you can't compare a diesel with a gasoline engine. I see enough
bmws and gasoline mercs for sale that have 100-150k miles on them and advertise 
rebuilt engines. If honda was to build an accord for 30k, I'd darn well
expect the sucker to last 300k miles.


Ever got caught behind a early 80's 300SDL at a stop light? It's not
pleasant. The newer MB's are a lot better though. The diesel Volvos
and VWs are probably the smelliest offenders.

As for economy, why should we care? Gas is cheap! I personally wouldn't
buy a diesel car for any reason - what does it buy me?

Shantanu Ganguly
Somerset (Motorola)",rec.autos
95,"
No. reverse lights are to warn others that you are backing up. They
aren't bright enough to (typically) see by without the brake and tail
lights. 


Well, red and orange were already taken. Maybe white defines the direction
that the car is moving in.


If you really want to be able to see behind you, get some fog lamps for
the back of the car. These work very well - and are a good way to get
rid of tailgaters if you get that rush of testosterone.",rec.autos
96,"




	
	I'd hate to rehash an old thread, but...  Would someone kindly quote
a prices that a dealer quotes for a Civic EX, and Escort GT.  Also, I'm a
assuming that the MX-3 was the V-6, so go ahead and look that up, too.  If 
someone has one of those yearly buyers' guides that give a low quote price,
please quote them, too.  Then find the the SC1 base price.

Thanks.
",rec.autos
97,"							^^^^
						Rears also vented


Then you shouldn't've done it. Try answering the damn question.
I am well aware of the fact that there was no mention of the SC
in there.


Well, my point was that the SC and the SHO both have very similar
characteristics (front and rear disks (ABS on the SHO?), high output
V6, 4-wheel independent suspension, very good aerodynamics, 3-point
harness, fat rubber, and 130mph+ top speed). If one of them is 
up to standard (and I think the SC is), but the other isn't, then
why is that? No flamage, just curiousity.


				James",rec.autos
98,"Is anyone reading this message involved with the new BMW plant?
(does BMW corporate even have a net-connection?)",rec.autos
99,"I'm about to buy a new car and finance some of it.  Since I paid
cash for the last car I bought I did not have to worry about
whether or not I had a good amount of insurance on it because
of a bank loan.  I just put the amount that I wanted (not what
a bank would have wanted).  Friends are telling me that banks
require some kind of insurance on the car to protect it since it
is collateral on loans.  Is this true?  Can that insurance be
gotten as part of my other insurance?  I assume I don't have to
pay a dealer for extra insurance over my regular car insurance.
Am I correct?  I hear about accident/health type insurance at
the dealers and I am pretty sure these are just money makers
for them.  I just want to verify that I don't _have_ to buy
these at all.  Or any other types of extras.

What do I have to pay for?  Car, tax, license.  Anything else?",rec.autos
100,"How do you take off the driver side door panel from the inside
on an '87 Honda Prelude?  The speaker went scratchy, and I want
to access its pins.

 I see only one press button and the rest is snug fit.
",rec.autos
101,"
USUALLY....go enough places and you'll see stuff happen you didn't think did.
",rec.autos
102,"                    ^^^^^^^
Huh!  I though Beamers were IBM employees :-)",rec.autos
103,"
My wife rarely carries a purse, so all of her crap ends up in my pockets!

",rec.autos
104,"I have a '71 Buick Skylark with 148K on it.  I bought it in California, and if
it'll let me, I'd like to keep it for another year.  The only problem is these
Indiana winters--my heater controls don't work.

The car has vacuum operated control switches for the vents.  Right now it is
stuck in the ""vent"" mode.  It will blow warm air, but I can't switch the air
flow to either the floor (I can live without this) or the defrost (I can't 
live without this).  I probably could just jam the air deflector to the 
defrost position, but this blows a lot of air in my face and is, well,
kind of like putting a vacuum cleaner in reverse.

I have taken parts of the dash off and looked at the vacuum system and I think
the problem (or part of it) is with the two diaphragms which control up/down
and outside/inside air flow.  THe diaphragm which controls outside(vent)/in-
side(no vent) air is cracked most of the way around, and the other one is
probably damaged too, considering the advanced age of the car.

Two questions:

	1)  Is there anything I should be aware of about this (other than
	the fact that I should move from Indiana) ?

	2)  In the event that replacement diaphragms aren't available, is there
	a way to ""fix"" this?

THanks for any advice/info

selah,",rec.autos
105,"



Yet another Jeep wannabe designed for yuppies who will never take it off road but want
to look ""outdoorsey"".",rec.autos
106,"I was lloking at the Geo Prizm Lsi today (very nice).  Anyway, I had a
questions that the salesperson couldn't answer.  How does the theft
deterrent on the Prizm's audio systems work?  Can't find the answer
in any of Geo's lterature.  Thanks in advance.",rec.autos
107,"
Sorry I can't help you with your question, but I do have a comment to
make concerning aftermarket A/C units.  I have a Frost-King or Frost-Temp
(forget which) aftermarket unit on my Cavalier, and am quite unhappy with
it.  The fan is noisy, and doesn't put out much air.  I will never have
an aftermarket A/C installed in any of my vehicles again.  I just can't
trust the quality and performance after this experience.

 - les
",rec.autos
108,"I'm plannig to trade my Sentra SE-R in with a NX2000.  My car has 11,500
miles on it and is a '92 model.  The NX2000 the dealer is selling is a '91
model with 23,000miles on it.  It has a T-Bar Roof, a/c, and an airbag,
which my Sentra does not have.  They are asking for $1500.  Is that a fair
deal?  The only thing I noticed about the NX2000 is that the engine did not
seem to have as much torque as my Sentra which has the same identical
engine.  I presume that the last lady owner did not really push the engine
to it's limits occassionaly while I did that on mine, thuis the NX2000's
engine is a little ""tight.""  So, if I buy the NX2000 and ""excercise"" it
well, should that slight power problem go away?  Any advice on this will be
much appreciated.  Thanks.  Please reply via e-mail if possible.
-- 
A motion picture major at the Brooks Institute of Photography, CA
Santa Barbara and a foreign student from Kuala Lumpur, Malaysia.",rec.autos
109,"Is there anyone out there in NetLand that has/has had one of these?


Can someone give me a non-Consumer Reports review (or point me to a source) ???


Thanks
Scott

-----------------------
sdexter@ucrengr.ucr.edu
	Computer Science Undergraduate,
	University of California, Riverside
	Internet :  138.23.166.21

sdexter@technet1.shl.com       
  	 Facilities Engineer,
	 SHL SystemHouse, Inc. ,Technology Network
         Internet : 192.75.61.2",rec.autos
110,"


Well, if you want to stick the nose of your car up the ass of a 50 foot semi, I
suppose it's your neck, however, I'm not going to let you kill me in the bargain.
If you get frustrated by somebody delaying your inevitable death due to less that
wise driving practices, then TOUGH!!!





""Thank God for the Fourth of July, for it yearly rids the earth of a considerable
load of fools""",rec.autos
111,"I'm looking for a replacement radio/tape player for a 1984 
Toyota Tercel.  Standard off-the-shelf unit is fine, but 
every place I've gone to (Service Merchandise, etc.) doesn't 
have my car in its model application book.  I want to just 
take out the old radio, and slide in the new, with minimal time
spent hooking it up and adjusting the dashboard.

If you have put in a new unit in a similar car, I'd like to hear
what brand,  how easy it was to do the change, and any other 
relevant information. 

Please answer via E-mail.
Thanks,  Tom Ostrand
",rec.autos
112,"[stuff about RHD deSoto's deleted]

Australians still do drive on the ""wrong"" side of the road. I believe
Sweden changed in 1968. The way I heard it was that they swapped
all the traffic signs around one Sunday....",rec.autos
113,"In response to a post about SUV's, I got several unsolicited recommendations to
check out the Land Cruiser, despite its astronomical price.
The Toyota dealer told me it's a ""cult car"".
If a car is good enough to create a passionate and loyal following, there
must be something really extraordinary about it.
So, all you Land Crusher Cultists - here is your chance to convert me.
",rec.autos
114,"You probably should told you dad to buy that car, than your dream might
come true.

",rec.autos
115,"

not a flame, just a point:  I'd be scared at 130 here, not because i feel
drivers who are STUPID.  Like the ones who are doing 130 also, and so
they pull in right behind you at maybe 1-2 car lengths....oh yeah, real
smart...  This scares me in cities at 50.  When i can't see enough of
the car to make it recognizable, they are following TOO CLOSE.  And 
when i see them doing this AND reading a newspaper.....*sigh*...this
is why America has 55-65 speed limits: our drivers are TOO DUMB to realise
that reading the paper should be done at breakfast, or work, not in their
car.  ",rec.autos
116,"
They light the highways in Texas?  Funny, everywhere else I've been
they only light 'em at junctions.

I won't even get into how much road markings vary between states and
localities except to say that there are some areas where markings are
essentially nonexistant.



I suspect you have very limited experience -- US freeways vary
dramatically, particularly between states.  I can name a number of
interstate highways in various parts of the country where 130 would be
very optimistic in any car.

I'm not sure what you call ""quite severe"" in terms of road deviations
but I suspect every single bridge junction on I84 through CT would be
considered so.  They're hard to take at 85mph.  That's not the only
interstate I've seen with such deviations, but it's one I drive
frequently.

Texas is pretty much an edge-case -- you can't assume that everywhere
has roads in such good condition, such flat terrain, and such
wide-open spaces.  It just ain't so.",rec.autos
117,"Hi.. Me and My roomate are going to redecorate the ""living room"" and 
we thought it would be a cool idea to have a license plate from every 
state in the US and then from whereever else we could find, like canada,
Mexixo, even some European ones.

  If anyone has any ideas or knows someone that could help us out
please let me know....  The more recent, the better, but anything
would be nice.

  Either that or if you have an old plate hanging around... (hint hint!)

Kev
wanderer@camelot.bradley.edu",rec.autos
118,"
That will make it easy for a car thief.
Saves him/her the trouble of popping your ignition!
",rec.autos
119,"
[blah blah blah]



let's create a new group:  rec.autos.CR-is-right-no-its-not-yes-it-is-oh-yeah-
my-father-can-lick-your-father-.......


:-)
",rec.autos
120,"Quoting Jeffrey J. Nucciarone's (nucci@microwave.gsfc.nasa.gov) article 
<C4G8Hv.Cs4@skates.gsfc.nasa.gov> of 04-06-93, in pertinent part:

 JJ>   I am considering buying a used '90 Taurus SHO.  The car in 
 JJ> question has 37k miles. I took it for a test drive the other day
 JJ> and a few questions came up.
 JJ> 
 JJ> . . .
 JJ>   Second, is there anything I should specifically look for in an 
 JJ> SHO of this vintage? Anything I should specifically ask abt?  
 JJ> (Brakes, cluthch, etc.)  I noticed on the drive the clutch engagemen
 JJ> point seemed a little high; since all my other cars are auto-tragics
 JJ> I'm not sure abt this point. I had my foot firmly planted on the
 JJ> brake when I started it up. There was a bit of a pop in the pedal
 JJ> soon after the engine started. This also occured on a few T-bird SC'
 JJ> I test drove. Was this the ABS self test?
 
Brake rotors and the clutch are the main things.  There has been a clutch 
replacement program; you might check to see if the car is still eligible, 
as it is a change well worth making.  You can also swap the cruddy cable 
shifter for the newer rod shifter, also a change worth making, but that'll 
cost you some $$.

My brakes usually do one wibble-wobble on startup, so that is probably 
normal.  Didn't know they had a self-test, that's interesting.

What kind of tires does the car have on it?
",rec.autos
121,"Ah, yes, the big chunks down in the sump. The solution is simple. Sort of
like the advice my Aunt always gave -- never scratch your ear with anything
except your elbow.",rec.autos
122,"

Ya, he cut me off on 128 the other day, he drives like a crazy person.
I'd have to say he's responsible for most accidents, they really should
pull his licence.

-Steve
",rec.autos
123,"PENINSULA CRUISERS THIRD ANNUAL AUTOFAIRE

WHAT:  CAR SHOW (FOR ANY AND ALL TYPES OF VEHICLES INCLUDING PEDAL CARS)
WHERE:  KENAI MALL, KENAI, ALASKA
WHEN:  MAY 14, 15, & 16, 1993
WHO: PENINSULA CRUISERS CAR CLUB, KENAI, AK (907-283-4979)
WHY:  PROCEEDS OF THIS EVENT TO BENEFIT THE COOPER LANDING AMBULANCE CORPS.

GENERAL:  THIS CAR SHOW IS OPEN TO ALL TYPES OF CARS, TRUCKS, MOTORCYCLES, 
          FACTORY AND MODIFIED, MILD TO WILD, ANTIQUE, SPECIAL INTERESTS,       
          RACE, DRAG, MUDDERS, HI-PO, OR JUST PLAIN  UGLY :)

THIS IS A FUN EVENT, INTENDED FOR THE OCCASSIONAL GEAR-HEAD TO THE MOST
SERIOUS GEAR-SLAMMER.  WE WOULD LIKE TO HAVE AS MANY ENTRANTS AS POSSIBLE, 
BUT PLEASE CONTACT US FOR SPACE AVAILABILITY ( FIRST COME FIRST SERVE)

P.S.  ALL OUT OF TOWN ENTRANTS CAN STAY RIGHT NEXT DOOR AT THE 
        KENAI MERRIT INN FOR A SPECIAL RATE OF $60 A NIGHT 
        (SINGLE OR DOUBLE OCCUPANCY) CALL THE MERIT @
        907-283-6131

IF YOU'D LIKE ANY FURTHER INFORMATION, YOU CAN CONTACT ME AT THE 
ADDRESSES BELOW. ",rec.autos
124,"Howdy,

I'm a little new to this newsgroup, but I would like to tap some of the
knowledge and expertise available here.

The Subject:  After-market cruise controls

The Background:
I recently broke my ankle in a road-bicycling accident (4 places, five 
screws, yuk! :-( ).  In two weeks I will be returning to Texas (my
home) from my school (BYU) in Provo, Utah.  As you can imagine, trying to
drive nearly 1300 miles with a broken right ankle isn't just the epitome of
a good time.  My car does not have a cruise control, so I would have to do
all the pedalling (ha ha) with my messed-up ankle.

My question:
What is the general opinion of after-market cruise control units?  I
realize that a cheap CC (cruise control) from, say, Pep Boys, isn't going to
be as good as a factory or professionally installed unit (if there is such a
thing).  And I uderstand that I probably can't expect much in the way of
accuracy, looks and that sort of thing;  But anything's gotta be better than
trying to drive with a hosed ankle.

I have a 1984 Jeep Cherokee, 4 speed, standard, 4*4, 2.5L engine with
kettering(sp?) ignition (y'know, distributor cap, rotor, that set-up--not
electronic.  Maybe you could've guessed it being an '84, but I'm just trying
to give information as completly as I can).

I found a CC unit for 80 bucks.  It seems to use the vehicles vacuum system 
instead of an electric servor/motor.  Is this good or bad?  If I did buy
this CC, which vacuum hose should I tap?

It has two speed sensors:  One magnetic, and one that gets a signal from the 
negative side of the distributor, kinda like a tach pick-up, or so I
understand.  I can use either one.  Which is best?  The manual says (I read
it in the store today) that the magnetic/axle set-up is more accurate, but
harder to install.  Is there really a big difference?

It has a sensor for the brake pedal, just like other CCs, but does NOT have a
sensor for the clutch pedal.  So if I wasn't paying real close attention I
might push the clutch in while the cruise is trying to get the speed up.  Which
would wind the engine up kinda high until I got my wits about me and turned 
the thing off.  I'm pretty coordinated, so this doesn't bother me, if it
were for my girlfriends car, *then* it would bother me, but I'm ok with it.

The installation also calls for an attachment to a steady-on brake signal
and a switched-on brake signal.  I think I can get a switched brake signal
from the correct side of the brake light blade fuse.  Am I right?  But I'm
not sure where to get the steady-on brake signal, or, for that matter, what
exactly it is?  Any ideas as to what the manufaturer wants and where to get
it?

I think I can figure the other things out.  Like how to hook-up the negative
side tach-type sensing gizmo and the cabin control unit, and the ground and
all that miscellaneous business.  But I need a little help with:

	1.  Is it worth the money and safety risk (if any) for such a
	    device?
	2.  Is there any particularly good after-market CC?
	3.  Are ""professionally"" installed CCs signifacantly better and
	    worth the cabbage?
	4.  If the unit I saw (sorry, no manufacturer or model number, just
	    that it is at Pep Boy and its $80) is sufficient for my simple 
	    needs, how do I get the thing installed properly (specifically,
	    the questions above)?

My father and I built a ""Veep"" (Volkswagen powered Jeep CJ-2A) when I was in
high school, so I consider myself fairly good with tools, electronics, and
cars.  So the installation doesn't scare me.  I just want to be certain that
I get the thing installed correctly as my Cherokee is just a wee bit more
complicated than my Veep. :-)

I appreciate your time in reading my post, and I would appreciate any
expertise or opinion anybody has on the subject.  If you would like to share
some of your wisdom, please email as I don't get over this group very often
(but I check my mail all the time).

Again, thanks for any help anyone may have.",rec.autos
125,"IS there a simple way tooput these sunroofs out of their misery - 
do leaks tend to be from old gaskets ?  
or from inadequate mechanical seals - 
or all of the above ??

is there any way to halt the rain ?

thanks
hk",rec.autos
126,"

Perhaps a nice used '88 Pontiac Fiero GT?  2.8 liters.

Does anyone know if the motor mounts for the 2.8 and the twin-dual-cam 3.4
liter match?  The 3.4 is supposedly derived from the pushrod 3.1, which was
a punched out 2.8 liter.  Should be a drop-in replacement, eh?  205 horses in
a mid-engine the size of a Fiero?

Larry Smith (smith@ctron.com)  No, I don't speak for Cabletron.  Need you ask?",rec.autos
127,,rec.autos
128,"I test drove a Mazda 626 LX this past weekend and 
liked it.

The dealer offered it for $15K.

1) Is this a good price?
2) Any comments on 626 in general? 

Please use email. Thanks 
",rec.autos
129,"


While I can't think of any Corvettes with side mounted backup lights,
I know that Saab started using them about 15 years ago.  My 1975 Saab 99
didn't have them, but a friend's 1978 Saab 99 certainly did.  In addition
to the confentional tail-light mounted backup lights, they had another
set integrated into the front turn signal assembly.  For those of you who
don't remember, Saabs of that vintage had an enormous multicoloured plastic
growth, about the size of a _National Geographic_ magazine, sticking out
of the front fender, which incorporated amber ""parking lights"", amber side
marker lights/reflectors, white ""cornering lamps"" (like American luxury
cars) aimed towards the side of the road when you have your turn indicators
on, and white ""backup lights"" aimed towards the back of the car when you
have selected reverse gear.  The glossy brochure showed how these front
mounted backup lights were useful for illuminating hazards (pot holes, kid's
toys, etc) that would be run over by the front of the car if you had the
wheels turned while backing up.",rec.autos
130,"I know it's a long shot, but maybe someone went through this and will have
some comments to share.

The story is this: I bought a car out of state, and I'm trying to get
the safety inspection in Pennsylvania. The problem is that the car has 
aftermarket tint on all windows except the windshield. The tint is rather
weak, and you can clearly see the inside of the car through the tint.

The inspection garage said that they won't pass it unless I get a
waiver from the state police. So I went to the state police - the
officer told me that aftermarket tint is illegal, and I can get a
waiver only for a pre-84 car or for a medical reason. I asked him to
show me the section of the vehicle code that says it's illegal.  He
showed it to me and the paraghaph said that you can't have tint, if
you can't see the inside of the car because of the tint. When I told
him that you can in fact see the inside very well, he shut the book
and said ""It's just illegal, and in fact we can have someone give you
a ticket for it right now."" Well, won't argue with that...

Since the vehicle code says it's OK as long as you can see through the
tint, I'd like to keep it (I'll re-read the vehicle code in the
library).  I'd also like to get some sort of paper from the police
that says it's OK, so I can get the inspection, and so that I won't
get in trouble for the tint later on. I also wouldn't mind registering
a complaint against that officer - he really pissed me off.

So does anyone have any experience getting that sort of a paper from
the police, especially in Pennsylvania? Does anyone have any experience
registering a complaint against an officer? I called the station 
later on today, but they basically said there is no place where I
could register a complaint against an officer... And if I do decide
to keep the tint and get a ticket anyway, how much of a chance do
I stand to succesfully appeal the ticket in court?

Any comments about it will be welcome!",rec.autos
131,"
",rec.autos
132,"I don't want to sell this car, but I need money for college.
1972 Chevelle Super Sport
Rebuilt 402, four speed, 12 Bolt positrac
Numbers match
110,000 original miles
no rust
Looks and runs excellent
$5995 or best offer.
Call Dennis at (503)343-3759
or email dennisk@cs.uoregon.edu

",rec.autos
133,,rec.autos
134,"
	Actually, this started as a great idea.  Before steering-column
locks became popular, Saab installed a *gearshift* lock -- put the car
in reverse, remove the key, and the car *stays* in reverse!
	Also, suppose you get into your car, and a thug comes up and
demands your keys at gunpoint.  You hand them over, he gets in, and
HAS NO IDEA WHERE TO PUT THE KEY!  At this, he will run away (or perhaps
shoot you anyway  %-}).  I heard this actually happened somewhere...
	Btw, I hear that the Saab 900's new successor will have the
ignition on the console, between the seats, where it belongs.",rec.autos
135,"I'd like to converse with anyone who has purchased a 1993 Honda
Civic about their experience.  I'm new to the car buying game
and would like to know what price I can expect to pay for a sedan
after bargaining.

Thanks in advance,",rec.autos
136,,rec.autos
137,"
recently-manufactured locomotives have wheel-slip detection systems
that use frequencies shared with police radar (i forget which band).
these will set off your radar detector if you get close enough, though
i believe the range is pretty short.",rec.autos
138,"Please satisfy my curiosity. I'm interested in finding out who is using the
e-mail system. Please do not flood me with mail after April 21st. Thanks!
Maria Alice Ruth  mao111@psuvm.bitnet or @psuvm.psu.edu

1. Are you male or female?

2. How long have you been using the e-mail system?

3. How do you have access (at work, at school, etc)?

4. Who taught you how to use the system? Is that person male or female?

5. Have you helped anyone to learn the system? Was that person(s) male or
   female?

6. Which net did you find my questions on?

7. Which other nets are you interested in?",rec.autos
139,"Hm... I find this hard to believe.  V16T weights about the same as
the Red Head, but it has hell lot more horse power.  Perhaps it's
due to pre-production glitches?  Well, to me, it still got the most
imposing styling among all the sports cars I have seen.",rec.autos
140,"   I have had good luck with my Ranger and Yokohama 371 S+M tires.
   The tires have been wearing well and even the few times i have hauled
   heavy loads they have done well.     
",rec.autos
141,"
I don't understand this last statement about the '90Vanagon...Our '90Vanagon
Owner's Manual RECOMMENDS 20W50 !!",rec.autos
142,"I heard the diesels are considered cleaner-burning than
gas engines because the emit less of: Carbon Monoxide,
Hydrocarbons, and Oxides of Nitrogen.  (CO, HC, NOX).

But they can put out a lot of particulate matter.  I heard
something about legislation being discussed to ""clean up
diesel emissions"".  Is there anything in the works to
install ""scrubbers"" for diesels?  How about the feasibility
of installing them on trucks and cars?  Would it be any
different than a catylitic converter?  I'd assume easier,
since we're removing particulate matter instead of converting
gasses.  Let's hear people's opinions...

-- 
--------------------------------------------------------------------------------
-- Vel Natarajan  nataraja@rtsg.mot.com  Motorola Cellular, Arlington Hts IL  --",rec.autos
143,"

*nnnnnnnng* Thank you for playing, I cannot agree with this.  I believed
this and to put it nicely, it was a piece of junk!

I loved this car, I babied it, I pampered it, and after 2 years, it just
couldn't stay together, I would say that not everyone will have the
problems that I had, but know this, it's not just the car, it is the
ability to get the car fixed, which will NOT happen at any
chrysler/dodge/take your pick dealer.  I don't care if there are going to
reform their dealers/service with the intro of the LH cars, I will believe
it when I see it.  Case and point, the local dodge dealer.  You drive up,
just looking, you don't even get out of your door, when about 10 (yes 10)
salesman all eye you like their next meal, and literally pounce on you,
and try to get you to make a deal, on everything your eye wanders towards.
Service is about 2 times worse than that.  I had an alignment problem, but
they tried to tell me that the K frame was bent, and about 2000 dollars of
work/parts to fix it.  Let me tell you the problems I had, and I took care
of this car, I put alot of miles on it in the first couple years, but took
it to every checkup it needed, and many that shouldn't have been.

1988 Dodge Shadow ES

These were replaced within the 4 years that I owned the car.

Engine 
4 Alternators
Rear Suspension Torsion Bar
2 Water pumps
5 thermostats
Hall effect sensor
Main computer
4 Batteries

These were rebuilt/repaired

Radiator
Automatic Transmission
Power Steering


Those are just the things I can remember off the top of my head.  For
about a year before I sold the car, I said to myself, it's a good car, I
just can't find anybody competent enough the fix it.  In the end, before I
traded it in for a Saturn, the power steering started acting up again.  I
just stopped putting money into it.  I must have put at least $5000-$7000
worth of repairs over it's lifetime.  I am sorry but Lee Iacocca can bite
me.  Bullshit, whoever backs em best, is just afraid the stupid things are
going to fall apart, and no one will buy them without assurance, why the
hell do you think that LH has been nicknamed Last Hope.

You can do better, and I know people will disagree with me here, but
Japanese, like Honda, or Toyota, or the only american car company that I
feel is a quality product, Saturn.  I will not touch another chrysler
product again, no way.  I don't care how good the LH cars look good, and I
will admit they look promising, but not with the support that you get.  GM
isn't much better, thank god, they don't control Saturn, like they do
their divisions, or it would be just another marketing ploy.  

Don't get me wrong, i will be watching my car (which I do like) like a
hawk for the next 4 years.  I am much more hesitant to say it (or any) car
is really good, until it has proved itself to me.

But since someone else pointed out C&D as a source.  I will note, because
I used to read these magazines, that Car and Driver has never had a good
thing to say about most Chrysler products (Shadow for one), always were
they moaning about the reguritated K-car, and engine.  Whereas Motor Trend
always thought they were great cars.  No car magazine is really objective.

And although there are alot of people who don't like Consumers Reports, I
will use them to reinforce my argument (I already know about the big stink
with the Saturn crash tests, time will tell how good a car they are), the
shadow/sundance rate much worse than average, in fact none of the
chrysler's rate a better than average, I think the best one is just
average.  Excluding the diamond star/mitsubishi stuff and the LH's.  You
can find bad stuff about the Shadow.  Try as I might, when I researched
the Saturn, I could not find anything bad about it.  There is a great deal
of information about this company, just because it is a new american
company and it has created quite a stir in the automotive community, for
good reason.  Much more than the introduction of any new model lines of
any established company.  I read an article, which had a sub-column, an I
think this imprinted on me more than anything else.  Some big wig in
Toyota said and I quote, ""We are watching them very closely.""  Come on,
everybody grow up, the foreign cars, especially the japanese have been
kicking our butts, for good reason, the american car companies could not make
a good product or support the customer the way they want these days, to
set in their ways, which is one of the reasons Saturn was created.  They
are still struggling because they haven't learned yet.  They have the
ability, the workers are not inferior, the technology is not out of date,
but their attitude is, and they are just finding this out.  It's called
competition gentleman/women if you don't satisfy the demand of the
consumer, well your out..  

*asbestos suit on*",rec.autos
144,"I'm considering switching to Geico insurance, but have heard that
they do not assign a specific agent for each policy or claim.  I was
worried that this might be a real pain when you make a claim.  I have
also heard that they try to get rid of you if you have an accident.

I'm interestend in determining whether or not these things are true.
Has anyone out there with Geico made a claim?  I'd be interested in
hearing whether or not you were satisfied with the service and whether
you then had trouble renewing your policy.",rec.autos
145,"
Because Greyhound has apparently gotten around to installing their
RADAR collision-prevention system. They use RADAR to monitor how close
other vehicles are and how fast their relative speeds are, and signals
a warning to the driver if they're coming up on something too fast
or are getting too close.

This is all I remember from the news reports a few months back; at
the time, they were only talking about the possibility of installing
the system. (They didn't mention how it worked in bumper-to-bumper
traffic, or how it discriminated between a Camaro approaching at
120mph and ye olde bridge support in the median being approached 
at 60mph on a curve.)

I do recall something about progressive stages of warnings, from
flashing lights to audible warnings--ie, it goes from a red ""Too
close"" light to hysterically screaming ""WE'RE ALL GOING TO DIE!!!!""  :-)

				James",rec.autos
146,"


	Is the 24v LH under $16K, though?

",rec.autos
147,"

Boy, Travis..

Were you LUCKY!!.. you went under the new Texas Rangers
Stealth Patrol Car! Good thing you slowed down!",rec.autos
148,"
The 1941 Lincoln Continental was the first car to sport the ""continental
kit."" The continental kit is not to be confused with ye olde outside
mounting bracket; a continental kit is a very specific ornament/storage
compartment. (The 1941 Continental has a neat trunk; it looks rather
like a laundry hamper, IMHO. :-)

				James",rec.autos
